Codigo,DesEtapaCentro,Denominacion,Direccion,Localidad,CodigoPostal,Municipio,Isla,Provincia,Telefono,Fax,CorreoElectronico,PaginaWeb,Naturaleza,TipoCentro,Concierto,Longitud,Latitud,CentroDestino,CentroCepaAlQuePertenece,EOEP,CentroCER,ZonaInspeccionCodigo
38670511,UAPA,UAPA ROQUE NEGRO,"PLAZA NUESTRA SEÑORA DE FÁTIMA, S/N",,38139,SANTA CRUZ DE TENERIFE,TENERIFE,Santa Cruz de Tenerife,922-760423,,38011108@gobiernodecanarias.org,http://www.cepanordestetenerife.org,Público,Docente,Público,-16.24681511,28.54323825,,38011108 - CEPA COMARCA NORDESTE DE TENERIFE,,,
38670603,UAPA,UAPA LA CUESTA,"PZA. EL TRANVÍA, 5",,38320,SAN CRISTÓBAL DE LA LAGUNA,TENERIFE,Santa Cruz de Tenerife,922-423706,,38009060@gobiernodecanarias.org,http://www.gobiernodecanarias.org/medusa/edublog/cepasancristobal,Público,Docente,Público,-16.28610927,28.46865220,,38009060 - CEPA SAN CRISTÓBAL,,,
38670617,UAPA,UAPA FINCA PACHO,"PARQUE FINCA PACHO. C/ OBISPO LUIS FOLGUERAS, S/N",,38296,SAN CRISTÓBAL DE LA LAGUNA,TENERIFE,Santa Cruz de Tenerife,922-423706,,38009060@gobiernodecanarias.org,http://www.gobiernodecanarias.org/medusa/edublog/cepasancristobal,Público,Docente,Público,-16.30367904,28.44886301,,38009060 - CEPA SAN CRISTÓBAL,,,
38670623,UAPA,UAPA GENETO,CAMINO SAN MIGUEL DE GENETO Nº 184,,38296,SAN CRISTÓBAL DE LA LAGUNA,TENERIFE,Santa Cruz de Tenerife,922-423706,,38009060@gobiernodecanarias.org,http://www.gobiernodecanarias.org/medusa/edublog/cepasancristobal,Público,Docente,Público,-16.31489290,28.45813384,,38009060 - CEPA SAN CRISTÓBAL,,,
38670629,UAPA,UAPA VERDELLADA NUEVA,C/LA FLORESTA Nº 9,,38203,SAN CRISTÓBAL DE LA LAGUNA,TENERIFE,Santa Cruz de Tenerife,922-423706,,38009060@gobiernodecanarias.org,http://www.gobiernodecanarias.org/medusa/edublog/cepasancristobal,Público,Docente,Público,-16.31102103,28.48150764,,38009060 - CEPA SAN CRISTÓBAL,,,
38670631,UAPA,UAPA LA LAGUNA (CASCO),"C/ SEIS DE DICIEMBRE Nº 28, LOCAL 9",,38203,SAN CRISTÓBAL DE LA LAGUNA,TENERIFE,Santa Cruz de Tenerife,922-423706,,38009060@gobiernodecanarias.org,http://www.gobiernodecanarias.org/medusa/edublog/cepasancristobal,Público,Docente,Público,-16.32095062,28.48819056,,38009060 - CEPA SAN CRISTÓBAL,,,
38670700,UAPA,UAPA AÑAZA,"C/ PARARELA GABINO JIMÉNEZ, S/N",,38109,SANTA CRUZ DE TENERIFE,TENERIFE,Santa Cruz de Tenerife,922-478796,,38009035@gobiernodecanarias.org,https://www3.gobiernodecanarias.org/medusa/edublog/cepafaroladesantacruz/,Público,Docente,Público,-16.30374391,28.42108126,,38009035 - CEPA FAROLA DE SANTA CRUZ,,,
38670701,UAPA,UAPA LOS GLADIOLOS,"C/ ÁNGEL GANIVET, 4",,38007,SANTA CRUZ DE TENERIFE,TENERIFE,Santa Cruz de Tenerife,922-478796,,38009035@gobiernodecanarias.org,https://www3.gobiernodecanarias.org/medusa/edublog/cepafaroladesantacruz/,Público,Docente,Público,-16.26882247,28.46032323,,38009035 - CEPA FAROLA DE SANTA CRUZ,,,
38670703,UAPA,UAPA BARRIO DE LA SALUD,"C/ BARTOLOMÉ CIFRA, S/N",,38008,SANTA CRUZ DE TENERIFE,TENERIFE,Santa Cruz de Tenerife,922-478796,,38009035@gobiernodecanarias.org,https://www3.gobiernodecanarias.org/medusa/edublog/cepafaroladesantacruz/,Público,Docente,Público,-16.27789497,28.46996873,,38009035 - CEPA FAROLA DE SANTA CRUZ,,,
38670704,UAPA,UAPA SANTA CRUZ (BARRANCO SANTOS),"C/ AGUERE, 6",,38005,SANTA CRUZ DE TENERIFE,TENERIFE,Santa Cruz de Tenerife,922-478796,,38009035@gobiernodecanarias.org,https://www3.gobiernodecanarias.org/medusa/edublog/cepafaroladesantacruz/,Público,Docente,Público,-16.25313305,28.46465958,,38009035 - CEPA FAROLA DE SANTA CRUZ,,,
38670705,UAPA,UAPA ISIDRO,"AVDA ALCALDE GARCÍA RAMOS, S/N",,38007,SANTA CRUZ DE TENERIFE,TENERIFE,Santa Cruz de Tenerife,922-478796,,38009035@gobiernodecanarias.org,https://www3.gobiernodecanarias.org/medusa/edublog/cepafaroladesantacruz/,Público,Docente,Público,,,,38009035 - CEPA FAROLA DE SANTA CRUZ,,,
38670707,UAPA,UAPA SAGRADA FAMILIA,"C/ PEDRO DOBLADO CLAVERIE, 34 (AULA ACOGIDA PROYECTO HOMBRE)",,38010,SANTA CRUZ DE TENERIFE,TENERIFE,Santa Cruz de Tenerife,922-478796,,38009035@gobiernodecanarias.org,https://www3.gobiernodecanarias.org/medusa/edublog/cepafaroladesantacruz/,Público,Docente,Público,,,,38009035 - CEPA FAROLA DE SANTA CRUZ,,,
38670710,UAPA,UAPA VALLESECO,"C/ JOSÉ BATÁN, 16",,38150,SANTA CRUZ DE TENERIFE,TENERIFE,Santa Cruz de Tenerife,922-478796,,38009035@gobiernodecanarias.org,https://www3.gobiernodecanarias.org/medusa/edublog/cepafaroladesantacruz/,Público,Docente,Público,-16.23750688,28.48672929,,38009035 - CEPA FAROLA DE SANTA CRUZ,,,
38670711,UAPA,UAPA LAS HESPÉRIDES (IES),"C/ PROLONGACIÓN AREJO, 2",,38107,SANTA CRUZ DE TENERIFE,TENERIFE,Santa Cruz de Tenerife,922-478796,,38009035@gobiernodecanarias.org,https://www3.gobiernodecanarias.org/medusa/edublog/cepafaroladesantacruz/,Público,Docente,Público,-16.31749376,28.43688032,,38009035 - CEPA FAROLA DE SANTA CRUZ,,,
38670713,UAPA,UAPA NEAE+21,"C/ GARA Y JONAY, S/N",,38010,SANTA CRUZ DE TENERIFE,TENERIFE,Santa Cruz de Tenerife,922-478796,,38009035@gobiernodecanarias.org,https://www3.gobiernodecanarias.org/medusa/edublog/cepafaroladesantacruz/,Público,Docente,Público,-16.28183783,28.44971522,,38009035 - CEPA FAROLA DE SANTA CRUZ,,,
38670715,UAPA,UAPA LEONCIO RODRÍGUEZ,"Francisco Rodríguez Machado, s/n (Edificio del CEO Leoncio Rodríguez)",,38290,EL ROSARIO,TENERIFE,Santa Cruz de Tenerife,922-478796,,38009035@gobiernodecanarias.org,https://www3.gobiernodecanarias.org/medusa/edublog/cepafaroladesantacruz/,Público,Docente,Público,,,,38009035 - CEPA FAROLA DE SANTA CRUZ,,,
38670802,UAPA,UAPA LA JACA,"C/ SAN JOSÉ, 14",,38588,ARICO,TENERIFE,Santa Cruz de Tenerife,922-478933,,38010517@gobiernodecanarias.org,http://www3.gobiernodecanarias.org/medusa/edublog/cepaguimar/,Público,Docente,Público,-16.50927981,28.16229303,,38010517 - CEPA GÜÍMAR,,,
38670803,UAPA,UAPA CANDELARIA,"AVDA. MARÍTIMA 29, EDIFICIO NAIGUATÁ BLOQUE C-1 BAJO, PUNTA LARGA",,38530,CANDELARIA,TENERIFE,Santa Cruz de Tenerife,922-478933,,38010517@gobiernodecanarias.org,http://www3.gobiernodecanarias.org/medusa/edublog/cepaguimar/,Público,Docente,Público,-16.36422603,28.36589155,,38010517 - CEPA GÜÍMAR,,,
38670806,UAPA,UAPA ARAFO II,"C/ MODESTO FRAILE POUJADE, 8",,38550,ARAFO,TENERIFE,Santa Cruz de Tenerife,922-478933,,38010517@gobiernodecanarias.org,http://www3.gobiernodecanarias.org/medusa/edublog/cepaguimar/,Público,Docente,Público,-16.41591264,28.34019275,,38010517 - CEPA GÜÍMAR,,,
38670807,UAPA,UAPA ARAYA,"C/ SIMÓN HIGUERA MEDEROS, S/N",,38540,CANDELARIA,TENERIFE,Santa Cruz de Tenerife,922-478933,,38010517@gobiernodecanarias.org,http://www3.gobiernodecanarias.org/medusa/edublog/cepaguimar/,Público,Docente,Público,-16.39416091,28.36317066,,38010517 - CEPA GÜÍMAR,,,
38670900,UAPA,UAPA EIPA CRISTIANOS,"PZA. EL PESCADOR, 1 (CENTRO CULTURAL)",,38650,ARONA,TENERIFE,Santa Cruz de Tenerife,922-478950,,38010505@gobiernodecanarias.org,http://www.cepaguiadeisora.es,Público,Docente,Público,-16.71438535,28.05308048,,38010505 - CEPA ISORA TENERIFE SUR,,,
38670901,UAPA,UAPA LOS CRISTIANOS (IES),"C/ PORTAZGO, 1",,38650,ARONA,TENERIFE,Santa Cruz de Tenerife,922-478950,,38010505@gobiernodecanarias.org,http://www.cepaguiadeisora.es,Público,Docente,Público,-16.71667633,28.05758433,,38010505 - CEPA ISORA TENERIFE SUR,,,
38670902,UAPA,UAPA BUZANADA,CENTRO DE MAYORES (IGLESIA DE BUZANADA),,38626,ARONA,TENERIFE,Santa Cruz de Tenerife,922-478950,,38010505@gobiernodecanarias.org,http://www.cepaguiadeisora.es,Público,Docente,Público,-16.65395735,28.0728184,,38010505 - CEPA ISORA TENERIFE SUR,,,
38670914,UAPA,UAPA ARMEÑIME,"C/ LEÓN FELIPE, S/N (CENTRO CULTURAL)",,38678,ADEJE,TENERIFE,Santa Cruz de Tenerife,922-478950,,38010505@gobiernodecanarias.org,http://www.cepaguiadeisora.es,Público,Docente,Público,-16.75544620,28.12895647,,38010505 - CEPA ISORA TENERIFE SUR,,,
38670916,UAPA,UAPA PLAYA DE SAN JUAN,C/ ALTAMAR S/N,,38687,GUÍA DE ISORA,TENERIFE,Santa Cruz de Tenerife,922-478950,,38010505@gobiernodecanarias.org,http://www.cepaguiadeisora.es,Público,Docente,Público,-16.81927935,28.18577830,,38010505 - CEPA ISORA TENERIFE SUR,,,
38670917,UAPA,UAPA ALCALÁ,"C/ MONDIOLA, 16",,38680,GUÍA DE ISORA,TENERIFE,Santa Cruz de Tenerife,922-478950,,38010505@gobiernodecanarias.org,http://www.cepaguiadeisora.es,Público,Docente,Público,-16.82797370,28.20308381,,38010505 - CEPA ISORA TENERIFE SUR,,,
38670928,UAPA,UAPA LAS GALLETAS (I.E.S.),"C/ BERENICE, 3 URB. LA ESTRELLA",,38631,ARONA,TENERIFE,Santa Cruz de Tenerife,922-478950,,38010505@gobiernodecanarias.org,http://www.cepaguiadeisora.es,Público,Docente,Público,-16.65400134,28.01479908,,38010505 - CEPA ISORA TENERIFE SUR,,,
38670934,UAPA,UAPA MAGALLANES (IES),C/ BENCHOMO S/N,,38611,GRANADILLA DE ABONA,TENERIFE,Santa Cruz de Tenerife,922-478950,,38010505@gobiernodecanarias.org,http://www.cepaguiadeisora.es,Público,Docente,Público,-16.55267230,28.07401610,,38010505 - CEPA ISORA TENERIFE SUR,,,
38670937,UAPA,UAPA CENTRO DE PARTICIPACIÓN CIUDADANA DE ADEJE,C/ BENEARO S/N. URB. LAS NIEVES.,,38670,ADEJE,TENERIFE,Santa Cruz de Tenerife,922-478950,,38010505@gobiernodecanarias.org,http://www.cepaguiadeisora.es,Público,Docente,Público,,,,38010505 - CEPA ISORA TENERIFE SUR,,,
38670939,UAPA,UAPA ADEJE (IES),"C/ LA CRUZ, 45",,38670,ADEJE,TENERIFE,Santa Cruz de Tenerife,922-478950,,38010505@gobiernodecanarias.org,http://www.cepaguiadeisora.es,Público,Docente,Público,-16.73393569,28.12180684,,38010505 - CEPA ISORA TENERIFE SUR,,,
