idCentro,Codigo,Denominacion,DesEtapaCentro,DescripcionEtapaCentro,Direccion,Localidad,CodigoPostal,Municipio,Isla,Provincia,Telefono,Fax,CorreoElectronico,SegundoCorreoElectronico,PaginaWeb,Naturaleza,TipoCentro,Titular,CentroCER,PreferenteAuditivoMotorico,ColectivoEscuelasRurales,CentroProfesores,URLWebCEP,CentroDestino,EOEP,CentroCepaAlQuePertenece,CentroAdscritoEOI,FotoCentro,DescargarMapaCentroGoogleEarth,VerMapaCentroGoogleMaps,Longitud,Latitud,DescargarZonasInfluenciaCentroGoogleEarth,Concierto,CentroProfesoresCodigo,CentroProfesoresNombre,ZonaInspeccionCodigo,ZonaInspeccionNombre,FuenteCEP,FuenteZonaInspeccion
1199,38001474,CEIP LA CUMBRITA,CEIP,Colegio de Educación Infantil y Primaria,"C/ LA CUMBRITA, 23",ALCALÁ,38686,GUÍA DE ISORA,TENERIFE,Santa Cruz de Tenerife,922-592308,,38001474@gobiernodecanarias.org,,http://www3.gobiernodecanarias.org/medusa/edublog/ceiplacumbrita/,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,38011972 IES ALCALÁ,38702579 - E.O.E.P. ISORA,,,,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/1199.kmz,"https://maps.google.com/maps?q=28.2003219715376,-16.82192410382+(CEIP+LA+CUMBRITA)&iwloc=A&hl=es&z=18",-16.82192410382,28.2003219715376,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/38001474.geojson,Público,,,727,,,Datos Abiertos de Canarias
1200,38001486,CEIP CHIGUERGUE,CEIP,Colegio de Educación Infantil y Primaria,"C/ CERVANTES, 2",CHÍO,38689,GUÍA DE ISORA,TENERIFE,Santa Cruz de Tenerife,922-760369,,38001486@gobiernodecanarias.org,,,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",38702901,,CER GUÍA DE ISORA,,,38001528 CEIP ALMÁCIGO,38702579 - E.O.E.P. ISORA,,,,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/1200.kmz,"https://maps.google.com/maps?q=28.2261098060001,-16.7829530299999+(CEIP+CHIGUERGUE)&iwloc=A&hl=es&z=18",-16.7829530299999,28.2261098060001,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/38001486.geojson,Público,,,727,,,Datos Abiertos de Canarias
1201,38001498,CEIP CHIGORA,CEIP,Colegio de Educación Infantil y Primaria,"C/ LA FLORIDA, 22",CHÍO,38689,GUÍA DE ISORA,TENERIFE,Santa Cruz de Tenerife,922-922026,,38001498@gobiernodecanarias.org,,http://www3.gobiernodecanarias.org/medusa/edublog/ceipchigora/,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,38001553 IES MANUEL MARTÍN GONZÁLEZ,38702579 - E.O.E.P. ISORA,,,"http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482422,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482421,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482420,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482419,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482417",https://intranet.educacion.org/educacion/centros/dircenweb/docsup/1201.kmz,"https://maps.google.com/maps?q=28.2407793463696,-16.7988221727104+(CEIP+CHIGORA)&iwloc=A&hl=es&z=18",-16.7988221727104,28.2407793463696,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/38001498.geojson,Público,,,727,,,Datos Abiertos de Canarias
1202,38001516,CEIP CHIRCHE,CEIP,Colegio de Educación Infantil y Primaria,"LOS CASCAJITOS, 5",GUÍA DE ISORA,38680,GUÍA DE ISORA,TENERIFE,Santa Cruz de Tenerife,922-592198,,38001516@gobiernodecanarias.org,,,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",38702901,,CER GUÍA DE ISORA,,,38001528 CEIP ALMÁCIGO,38702579 - E.O.E.P. ISORA,,,,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/1202.kmz,"https://maps.google.com/maps?q=28.2190935339052,-16.7623631027874+(CEIP+CHIRCHE)&iwloc=A&hl=es&z=18",-16.7623631027874,28.2190935339052,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/38001516.geojson,Público,,,727,,,Datos Abiertos de Canarias
1203,38001528,CEIP ALMÁCIGO,CEIP,Colegio de Educación Infantil y Primaria,"AVDA. LA CONSTITUCIÓN, 6",GUÍA DE ISORA,38680,GUÍA DE ISORA,TENERIFE,Santa Cruz de Tenerife,922-922070 y 922-922071,,38001528@gobiernodecanarias.org,,http://www.gobiernodecanarias.org/medusa/edublogs/ceipalmacigo,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,Auditivo,,,,38001553 IES MANUEL MARTÍN GONZÁLEZ,38702579 - E.O.E.P. ISORA,,,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482761,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/1203.kmz,"https://maps.google.com/maps?q=28.2158157705885,-16.7812982366965+(CEIP+ALMÁCIGO)&iwloc=A&hl=es&z=18",-16.7812982366965,28.2158157705885,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/38001528.geojson,Público,,,727,,,Datos Abiertos de Canarias
1204,38001553,IES MANUEL MARTÍN GONZÁLEZ,IES,Instituto de Educación Secundaria,"AVDA. DE LA CONSTITUCIÓN, S/N",GUÍA DE ISORA,38680,GUÍA DE ISORA,TENERIFE,Santa Cruz de Tenerife,922-592208,,38001553@gobiernodecanarias.org,,,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,Auditivo,,,,,38702579 - E.O.E.P. ISORA,,,"http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482760,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482759,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482758,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482757",https://intranet.educacion.org/educacion/centros/dircenweb/docsup/1204.kmz,"https://maps.google.com/maps?q=28.2152043,-16.781451+(IES+MANUEL+MARTÍN+GONZÁLEZ)&iwloc=A&hl=es&z=18",-16.781451,28.2152043,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/38001553.geojson,Público,,,727,,,Datos Abiertos de Canarias
1206,38001589,CEIP TEOBALDO POWER,CEIP,Colegio de Educación Infantil y Primaria,"FINCA AGUADULCE, S/N",PLAYA DE SAN JUAN,38687,GUÍA DE ISORA,TENERIFE,Santa Cruz de Tenerife,922-922246,,38001589@gobiernodecanarias.org,,http://www3.gobiernodecanarias.org/medusa/edublog/ceipteobaldopowertf,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,38011972 IES ALCALÁ,38702579 - E.O.E.P. ISORA,,,,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/1206.kmz,"https://maps.google.com/maps?q=28.1788095829571,-16.8007503355537+(CEIP+TEOBALDO+POWER)&iwloc=A&hl=es&z=18",-16.8007503355537,28.1788095829571,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/38001589.geojson,Público,,,727,,,Datos Abiertos de Canarias
1207,38001590,CEIP LA MONTAÑA,CEIP,Colegio de Educación Infantil y Primaria,"C/ LA MILAGROSA, 28",GUÍA DE ISORA,38685,GUÍA DE ISORA,TENERIFE,Santa Cruz de Tenerife,822-171620,922-850457,38001590@gobiernodecanarias.org,,,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",38702901,,CER GUÍA DE ISORA,,,38001528 CEIP ALMÁCIGO,38702579 - E.O.E.P. ISORA,,,,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/1207.kmz,"https://maps.google.com/maps?q=28.186029481,-16.76353634+(CEIP+LA+MONTAÑA)&iwloc=A&hl=es&z=18",-16.76353634,28.186029481,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/38001590.geojson,Público,,,727,,,Datos Abiertos de Canarias
1209,38001619,CEIP ALFONSO X EL SABIO,CEIP,Colegio de Educación Infantil y Primaria,C/ POETA ARÍSTIDES HDEZ. MORA,GÜÍMAR,38500,GÜÍMAR,TENERIFE,Santa Cruz de Tenerife,922-760290,,38001619@gobiernodecanarias.org,,http://www.gobiernodecanarias.org/medusa/edublog/ceipalfonsoxelsabio,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,38001644 IES MENCEY ACAYMO,38702576 - E.O.E.P. VALLE DE GÜÍMAR,,,,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/1209.kmz,"https://maps.google.com/maps?q=28.3162203260001,-16.404541794+(CEIP+ALFONSO+X+EL+SABIO)&iwloc=A&hl=es&z=18",-16.404541794,28.3162203260001,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/38001619.geojson,Público,,,721,,,Datos Abiertos de Canarias
1210,38001620,CPEIPS SANTO DOMINGO,CPEIPS,"Centro Privado de Educación Infantil, Primaria y Secundaria","C/ NAZARET, 3",GÜÍMAR,38500,GÜÍMAR,TENERIFE,Santa Cruz de Tenerife,922-510106,,nazaret@sdomingog.org,sdomingog@hotmail.com,http://www.sdomingog.org,Privado,Docente,Titularidad Privada,,,,,,,38702576 - E.O.E.P. VALLE DE GÜÍMAR,,,,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/1210.kmz,"https://maps.google.com/maps?q=28.3182194195165,-16.4167145886456+(CPEIPS+SANTO+DOMINGO)&iwloc=A&hl=es&z=18",-16.4167145886456,28.3182194195165,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/38001620.geojson,Con niveles concertados,,,721,,,Datos Abiertos de Canarias
1211,38001644,IES MENCEY ACAYMO,IES,Instituto de Educación Secundaria,"C/ POETA ARÍSTIDES HDEZ. MORA, 5",GÜÍMAR,38500,GÜÍMAR,TENERIFE,Santa Cruz de Tenerife,922-478798,,38001644@gobiernodecanarias.org,secretaria-38001644@gobiernodecanarias.org,http://www3.gobiernodecanarias.org/medusa/edublog/iesmenceyacaymo,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,Motórico,,,,,38702576 - E.O.E.P. VALLE DE GÜÍMAR,,,"http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482756,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482755",https://intranet.educacion.org/educacion/centros/dircenweb/docsup/1211.kmz,"https://maps.google.com/maps?q=28.3186653197561,-16.4065952215327+(IES+MENCEY+ACAYMO)&iwloc=A&hl=es&z=18",-16.4065952215327,28.3186653197561,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/38001644.geojson,Público,,,721,,,Datos Abiertos de Canarias
1212,38001671,IES GÜÍMAR,IES,Instituto de Educación Secundaria,"C/ HONDURAS, S/N",GÜÍMAR,38500,GÜÍMAR,TENERIFE,Santa Cruz de Tenerife,922-511600 y 922-511604,922-524072,38001671@gobiernodecanarias.org,,http://www.gobiernodecanarias.org/medusa/edublog/iesguimar,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,,38702576 - E.O.E.P. VALLE DE GÜÍMAR,,,"http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482754,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482753,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482201,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482200",https://intranet.educacion.org/educacion/centros/dircenweb/docsup/1212.kmz,"https://maps.google.com/maps?q=28.3239688756225,-16.4140254492355+(IES+GÜÍMAR)&iwloc=A&hl=es&z=18",-16.4140254492355,28.3239688756225,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/38001671.geojson,Público,,,721,,,Datos Abiertos de Canarias
1215,38001723,CEIP EL PUERTITO DE GÜÍMAR,CEIP,Colegio de Educación Infantil y Primaria,"C/ HERNÁN CORTÉS, 4",PUERTITO DE GÜÍMAR,38508,GÜÍMAR,TENERIFE,Santa Cruz de Tenerife,922-473943,922-473948,38001723@gobiernodecanarias.org,,http://www.colegioelpuertito.com,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,Motórico,,,,38001644 IES MENCEY ACAYMO,38702576 - E.O.E.P. VALLE DE GÜÍMAR,,,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482055,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/1215.kmz,"https://maps.google.com/maps?q=28.296093,-16.376185+(CEIP+EL+PUERTITO+DE+GÜÍMAR)&iwloc=A&hl=es&z=18",-16.376185,28.296093,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/38001723.geojson,Público,,,721,,,Datos Abiertos de Canarias
1216,38001814,CEO MARIO LHERMET VALLIER,CEO,Centro de Educación Obligatoria,"CTRA. GENERAL, 141",HERMIGUA,38820,HERMIGUA,LA GOMERA,Santa Cruz de Tenerife,922-760982,,38001814@gobiernodecanarias.org,,http://www3.gobiernodecanarias.org/medusa/edublog/ceomariolhermetvallier,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,,38702655 - E.O.E.P. LA GOMERA,,,"http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147481829,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147481828,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147481827",https://intranet.educacion.org/educacion/centros/dircenweb/docsup/1216.kmz,"https://maps.google.com/maps?q=28.1660787981851,-17.1974937559218+(CEO+MARIO+LHERMET+VALLIER)&iwloc=A&hl=es&z=18",-17.1974937559218,28.1660787981851,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/38001814.geojson,Público,,,401,,,Datos Abiertos de Canarias
1217,38001887,CEIP CAMPINO,CEIP,Colegio de Educación Infantil y Primaria,"C/ EL AMPARO, 41",ICOD DE LOS VINOS,38430,ICOD DE LOS VINOS,TENERIFE,Santa Cruz de Tenerife,922-592285,,38001887@gobiernodecanarias.org,,http://www3.gobiernodecanarias.org/medusa/edublog/ceipcampino,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,38002077 IES NICOLÁS ESTÉVEZ BORGES,38702577 - E.O.E.P. YCODEN-DAUTE,,,,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/1217.kmz,"https://maps.google.com/maps?q=28.363660355,-16.7182077149999+(CEIP+CAMPINO)&iwloc=A&hl=es&z=18",-16.7182077149999,28.363660355,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/38001887.geojson,Público,,,702,,,Datos Abiertos de Canarias
1218,38001899,CEIP BUEN PASO I,CEIP,Colegio de Educación Infantil y Primaria,"C/ LA PARDELA, 6",BUEN PASO,38437,ICOD DE LOS VINOS,TENERIFE,Santa Cruz de Tenerife,922-760214,,38001899@gobiernodecanarias.org,,,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",38703303,,CER YCODEN DAUTE,,,38008584 CEIP BALDOMERO BETHENCOURT FRANCÉS,38702577 - E.O.E.P. YCODEN-DAUTE,,,,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/1218.kmz,"https://maps.google.com/maps?q=28.3824860180001,-16.6848831089999+(CEIP+BUEN+PASO+I)&iwloc=A&hl=es&z=18",-16.6848831089999,28.3824860180001,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/38001899.geojson,Público,,,702,,,Datos Abiertos de Canarias
1219,38001917,EEI CUEVA DEL VIENTO,EEI,Escuela de Educación Infantil,C/ LA PATITA Nº74,CUEVA DEL VIENTO,38438,ICOD DE LOS VINOS,TENERIFE,Santa Cruz de Tenerife,922-474048,,38001917@gobiernodecanarias.org,,,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",38703303,,CER YCODEN DAUTE,,,38002041 CEIP EMETERIO GUTIÉRREZ ALBELO,38702577 - E.O.E.P. YCODEN-DAUTE,,,,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/1219.kmz,"https://maps.google.com/maps?q=28.35588816,-16.70650546+(EEI+CUEVA+DEL+VIENTO)&iwloc=A&hl=es&z=18",-16.70650546,28.35588816,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/38001917.geojson,Público,,,702,,,Datos Abiertos de Canarias
1220,38001930,CEIP JULIO DELGADO DELGADO,CEIP,Colegio de Educación Infantil y Primaria,"C/ FRAY CRISTÓBAL ORAMAS, 3",ICOD DE LOS VINOS,38430,ICOD DE LOS VINOS,TENERIFE,Santa Cruz de Tenerife,922-476546 y 922-477604,,38001930@gobiernodecanarias.org,,http://www3.gobiernodecanarias.org/medusa/edublog/ceipjuliodelgadodelgado,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,38002077 IES NICOLÁS ESTÉVEZ BORGES,38702577 - E.O.E.P. YCODEN-DAUTE,,,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482750,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/1220.kmz,"https://maps.google.com/maps?q=28.3679953001819,-16.7117109938151+(CEIP+JULIO+DELGADO+DELGADO)&iwloc=A&hl=es&z=18",-16.7117109938151,28.3679953001819,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/38001930.geojson,Público,,,702,,,Datos Abiertos de Canarias
1224,38002031,CPEIPS NUESTRA SEÑORA DEL BUEN CONSEJO,CPEIPS,"Centro Privado de Educación Infantil, Primaria y Secundaria","C/ MANUEL GLEZ. TRUJILLO, 3",ICOD DE LOS VINOS,38430,ICOD DE LOS VINOS,TENERIFE,Santa Cruz de Tenerife,922-810087,922-814675,colegio@buenconsejoicod.com,administracion@buenconsejoicod.com,http://www.buenconsejoicod.com,Privado,Docente,Titularidad Privada,,,,,,,38702577 - E.O.E.P. YCODEN-DAUTE,,,,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/1224.kmz,"https://maps.google.com/maps?q=28.3662365293476,-16.720503257549+(CPEIPS+NUESTRA+SEÑORA+DEL+BUEN+CONSEJO)&iwloc=A&hl=es&z=18",-16.720503257549,28.3662365293476,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/38002031.geojson,Con niveles concertados,,,702,,,Datos Abiertos de Canarias
1225,38002041,CEIP EMETERIO GUTIÉRREZ ALBELO,CEIP,Colegio de Educación Infantil y Primaria,"C/ ELÍAS SERRA RAFOLS, 4 (EL PAREDÓN)",ICOD DE LOS VINOS,38430,ICOD DE LOS VINOS,TENERIFE,Santa Cruz de Tenerife,922-476415,,38002041@gobiernodecanarias.org,,http://www3.gobiernodecanarias.org/medusa/edublog/ceipemeteriogutierrezalbelo,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,Motórico,,,,38002077 IES NICOLÁS ESTÉVEZ BORGES,38702577 - E.O.E.P. YCODEN-DAUTE,,,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482749,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/1225.kmz,"https://maps.google.com/maps?q=28.368421213085,-16.7088207941117+(CEIP+EMETERIO+GUTIÉRREZ+ALBELO)&iwloc=A&hl=es&z=18",-16.7088207941117,28.368421213085,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/38002041.geojson,Público,,,702,,,Datos Abiertos de Canarias
1226,38002065,IES SAN MARCOS,IES,Instituto de Educación Secundaria,"C/ ELÍAS SERRA RAFOLS, 9 (EL PAREDÓN)",ICOD DE LOS VINOS,38430,ICOD DE LOS VINOS,TENERIFE,Santa Cruz de Tenerife,922-592747,922-121923,38002065@gobiernodecanarias.org,,http://www.iessanmarcos.com,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,,38702577 - E.O.E.P. YCODEN-DAUTE,,,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147481881,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/1226.kmz,"https://maps.google.com/maps?q=28.3682626040993,-16.7096031581964+(IES+SAN+MARCOS)&iwloc=A&hl=es&z=18",-16.7096031581964,28.3682626040993,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/38002065.geojson,Público,,,702,,,Datos Abiertos de Canarias
1227,38002077,IES NICOLÁS ESTÉVEZ BORGES,IES,Instituto de Educación Secundaria,"C/ ELÍAS SERRA RAFOLS, 6 (EL PAREDÓN)",ICOD DE LOS VINOS,38430,ICOD DE LOS VINOS,TENERIFE,Santa Cruz de Tenerife,922-760020,,38002077@gobiernodecanarias.org,,http://www3.gobiernodecanarias.org/medusa/edublog/iesnicolasestevezborges/,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,,38702577 - E.O.E.P. YCODEN-DAUTE,,,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482746,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/1227.kmz,"https://maps.google.com/maps?q=28.3698293156822,-16.7100667262009+(IES+NICOLÁS+ESTÉVEZ+BORGES)&iwloc=A&hl=es&z=18",-16.7100667262009,28.3698293156822,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/38002077.geojson,Público,,,702,,,Datos Abiertos de Canarias
1228,38002089,IES LUCAS MARTÍN ESPINO,IES,Instituto de Educación Secundaria,"C/ ANTONIO PÉREZ DÍAZ, 22",ICOD DE LOS VINOS,38430,ICOD DE LOS VINOS,TENERIFE,Santa Cruz de Tenerife,922-747405,,38002089@gobiernodecanarias.org,,http://www3.gobiernodecanarias.org/medusa/edublog/ieslucasmartinespino/,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,Auditivo,,,,,38702577 - E.O.E.P. YCODEN-DAUTE,,,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482745,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/1228.kmz,"https://maps.google.com/maps?q=28.375327,-16.7111289+(IES+LUCAS+MARTÍN+ESPINO)&iwloc=A&hl=es&z=18",-16.7111289,28.375327,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/38002089.geojson,Público,,,702,,,Datos Abiertos de Canarias
1229,38002090,CEIP LA MANCHA,CEIP,Colegio de Educación Infantil y Primaria,"C/ LA YEDRA, 5",LA MANCHA,38437,ICOD DE LOS VINOS,TENERIFE,Santa Cruz de Tenerife,922-592180,,38002090@gobiernodecanarias.org,,,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",38703303,,CER YCODEN DAUTE,,,38002089 IES LUCAS MARTÍN ESPINO,38702577 - E.O.E.P. YCODEN-DAUTE,,,,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/1229.kmz,"https://maps.google.com/maps?q=28.3778083183356,-16.6978824806627+(CEIP+LA+MANCHA)&iwloc=A&hl=es&z=18",-16.6978824806627,28.3778083183356,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/38002090.geojson,Público,,,702,,,Datos Abiertos de Canarias
1230,38002119,CEIP ENRIQUE GONZÁLEZ MARTÍN,CEIP,Colegio de Educación Infantil y Primaria,"C/ LA PALMA, 4",SANTA BÁRBARA,38434,ICOD DE LOS VINOS,TENERIFE,Santa Cruz de Tenerife,822-171148,,38002119@gobiernodecanarias.org,,,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,38002089 IES LUCAS MARTÍN ESPINO,38702577 - E.O.E.P. YCODEN-DAUTE,,,,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/1230.kmz,"https://maps.google.com/maps?q=28.3690706369847,-16.6930098812063+(CEIP+ENRIQUE+GONZÁLEZ+MARTÍN)&iwloc=A&hl=es&z=18",-16.6930098812063,28.3690706369847,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/38002119.geojson,Público,,,702,,,Datos Abiertos de Canarias
1231,38002120,CEIP LLANITO PERERA,CEIP,Colegio de Educación Infantil y Primaria,"C/ LLANITO PERERA, 39",SANTA BÁRBARA,38434,ICOD DE LOS VINOS,TENERIFE,Santa Cruz de Tenerife,922-478516 y 922-478527,,38002120@gobiernodecanarias.org,,,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",38703303,,CER YCODEN DAUTE,,,38002077 IES NICOLÁS ESTÉVEZ BORGES,38702577 - E.O.E.P. YCODEN-DAUTE,,,,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/1231.kmz,"https://maps.google.com/maps?q=28.3607008748637,-16.694623789385+(CEIP+LLANITO+PERERA)&iwloc=A&hl=es&z=18",-16.694623789385,28.3607008748637,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/38002120.geojson,Público,,,702,,,Datos Abiertos de Canarias
1232,38002156,CEIP ALONSO NAVA Y GRIMÓN,CEIP,Colegio de Educación Infantil y Primaria,"C/ DOMINGO GONZÁLEZ PÉREZ, 9",LOS BALDÍOS,38291,SAN CRISTÓBAL DE LA LAGUNA,TENERIFE,Santa Cruz de Tenerife,922-478561,,38002156@gobiernodecanarias.org,,,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,38010414 IES GENETO,38702653 - E.O.E.P. LA LAGUNA,,,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482744,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/1232.kmz,"https://maps.google.com/maps?q=28.4734129820001,-16.320454926+(CEIP+ALONSO+NAVA+Y+GRIMÓN)&iwloc=A&hl=es&z=18",-16.320454926,28.4734129820001,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/38002156.geojson,Público,,,710,,,Datos Abiertos de Canarias
1233,38002193,CEIP ÁNGELES BERMEJO,CEIP,Colegio de Educación Infantil y Primaria,"C/ EL COLEGIO, 31",LA CUESTA,38320,SAN CRISTÓBAL DE LA LAGUNA,TENERIFE,Santa Cruz de Tenerife,922-474956,,38002193@gobiernodecanarias.org,,http://www.gobiernodecanarias.org/medusa/edublog/ceipangelesbermejo,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,38010797 IES CANARIAS,38702653 - E.O.E.P. LA LAGUNA,,,,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/1233.kmz,"https://maps.google.com/maps?q=28.4706155881109,-16.2881886824874+(CEIP+ÁNGELES+BERMEJO)&iwloc=A&hl=es&z=18",-16.2881886824874,28.4706155881109,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/38002193.geojson,Público,,,713,,,Datos Abiertos de Canarias
